,block_index,trial,trial_onset(s),stimulus_type,resp_key,rt(s),correct,is_omission,is_comission
0,,0,74.38576810000086,No_go,,0.0,Correct,False,False
1,,1,76.40315340000234,Go,space,0.4247016000008443,Correct,False,False
2,,2,77.4102658999982,Go,space,0.4502790999977151,Correct,False,False
3,,3,78.4266850999993,Go,space,0.3326400000005378,Correct,False,False
4,,4,79.4417964000022,Go,space,0.3503896999973221,Correct,False,False
5,,5,80.45789269999659,Go,space,0.3994917999953031,Correct,False,False
6,,6,81.47309929999756,Go,space,0.415891399999964,Correct,False,False
7,,7,82.48889320000308,Go,space,0.3669146999964141,Correct,False,False
8,,8,83.50455240000156,Go,space,0.4507156999970902,Correct,False,False
9,,9,84.52060889999848,Go,space,0.3693051999944146,Correct,False,False
10,,10,85.53498099999706,Go,space,0.5845839000030537,Correct,False,False
11,,11,86.55181869999797,Go,space,0.4165886999981012,Correct,False,False
12,,12,87.5676175999979,No_go,space,0.4335436999972444,Incorrect,False,True
13,,13,88.58425669999997,No_go,space,0.8153739999979734,Incorrect,False,True
14,,14,89.5992677999966,No_go,,0.0,Correct,False,False
15,,15,91.62243370000216,No_go,,0.0,Correct,False,False
16,,16,93.63604379999742,Go,space,0.4431082000010065,Correct,False,False
17,,17,94.64449050000258,Go,space,0.5502328000002308,Correct,False,False
18,,18,95.66069859999698,Go,space,0.5501108999960707,Correct,False,False
19,,19,96.67623710000044,Go,space,0.4328284000002895,Correct,False,False
20,,20,97.69159450000006,No_go,space,0.4334394999968936,Incorrect,False,True
21,,21,98.70725400000084,Go,space,0.5164702000038233,Correct,False,False
22,,22,99.72301770000196,Go,space,0.4840307999984361,Correct,False,False
23,,23,100.73864660000254,Go,space,0.5005240999962552,Correct,False,False
24,,24,101.75485309999932,No_go,space,0.4497030000056838,Incorrect,False,True
25,,25,102.7702339000025,Go,space,0.6162148999937926,Correct,False,False
26,,26,103.78637860000164,Go,space,0.4165073999974993,Correct,False,False
27,,27,104.80161229999794,Go,space,0.3836176000040723,Correct,False,False
28,,28,105.81700329999876,Go,space,0.5002714000002015,Correct,False,False
29,,29,106.8330050000004,Go,space,0.4002440000040224,Correct,False,False
30,,30,107.84880279999923,Go,space,0.416596600000048,Correct,False,False
31,,31,108.86463189999633,Go,space,0.4336881000053836,Correct,False,False
32,,32,109.88114209999912,Go,space,0.4172258000035072,Correct,False,False
33,,33,110.89610869999888,Go,space,0.4497381999972276,Correct,False,False
34,,34,111.91131560000213,No_go,space,0.4005739999993238,Incorrect,False,True
35,,35,112.9272981000031,Go,space,0.5845829999962007,Correct,False,False
36,,36,113.94326880000152,Go,space,0.4340177999984007,Correct,False,False
37,,37,114.95882030000212,Go,space,0.516589799997746,Correct,False,False
38,,38,115.9746623999963,Go,space,0.4163480999995954,Correct,False,False
39,,39,116.98990069999854,No_go,space,0.3010930999953416,Incorrect,False,True
40,,40,118.0062562000021,Go,space,0.3829986000055214,Correct,False,False
41,,41,119.02127450000262,Go,space,0.3180342999985441,Correct,False,False
42,,42,120.03723570000147,Go,space,0.3835288999980548,Correct,False,False
43,,43,121.0527338000029,Go,space,0.3833661999960895,Correct,False,False
44,,44,122.06877410000016,Go,space,0.533703199995216,Correct,False,False
45,1.0,45,129.99195460000192,Go,space,0.585798000000068,Correct,False,False
46,1.0,46,130.99417689999973,No_go,space,0.4659099999989848,Incorrect,False,True
47,1.0,47,131.99266519999946,Go,space,0.4180897999976878,Correct,False,False
48,1.0,48,132.99141070000042,Go,space,0.3836985000016284,Correct,False,False
49,1.0,49,133.9905504999988,No_go,space,0.4502487999998266,Incorrect,False,True
50,1.0,50,134.9897720000008,No_go,,0.0,Correct,False,False
51,1.0,51,135.98882579999918,No_go,,0.0,Correct,False,False
52,1.0,52,136.98824030000105,Go,space,0.3834534999987227,Correct,False,False
53,1.0,53,137.98729369999637,No_go,,0.0,Correct,False,False
54,1.0,54,138.9861830000009,Go,space,0.3838730999996187,Correct,False,False
55,1.0,55,139.98511850000068,Go,space,0.3668519999991986,Correct,False,False
56,1.0,56,140.98420539999643,Go,space,0.4171205000020563,Correct,False,False
57,1.0,57,141.98368420000045,Go,space,0.4830905999988317,Correct,False,False
58,1.0,58,142.98225269999966,Go,space,0.567387900002359,Correct,False,False
59,1.0,59,143.98236380000162,Go,space,0.5160710999989533,Correct,False,False
60,1.0,60,144.980948299999,No_go,,0.0,Correct,False,False
61,1.0,61,145.97963080000045,Go,space,0.3502780999988317,Correct,False,False
62,1.0,62,146.97915520000242,No_go,space,0.3838857000009739,Incorrect,False,True
63,1.0,63,147.97788089999813,Go,space,0.4332560999973793,Correct,False,False
64,1.0,64,148.97675999999774,No_go,space,0.3840975999992224,Incorrect,False,True
65,1.0,65,149.9758565000011,Go,space,0.5010677000027499,Correct,False,False
