,block_index,trial,trial_onset(s),stimulus_type,resp_key,rt(s),correct,is_omission,is_comission
0,,0,36.15195750000203,Go,,0.0,Incorrect,True,False
1,,1,38.14040039999964,Go,space,0.6251656999993429,Correct,False,False
2,,2,39.11373330000061,Go,space,0.3351538000024447,Correct,False,False
3,,3,40.09811350000018,No_go,space,0.2166698000000906,Incorrect,False,True
4,,4,41.07930940000006,Go,space,0.4503785000015341,Correct,False,False
5,,5,42.06217409999954,Go,space,0.2667264999981853,Correct,False,False
6,,6,43.044463000002,Go,space,0.2514110000010987,Correct,False,False
7,,7,44.02655640000012,Go,space,0.3840913999993063,Correct,False,False
8,,8,45.009338700001535,No_go,space,0.2502155000001949,Incorrect,False,True
9,,9,45.991438500001095,Go,space,0.8500122999976156,Correct,False,False
10,,10,46.97412389999954,No_go,space,0.4998414000001503,Incorrect,False,True
11,,11,47.9564661000004,No_go,,0.0,Correct,False,False
12,,12,49.943995800000266,Go,space,0.3942880000031437,Correct,False,False
13,,13,50.92020910000065,Go,space,0.4162056000022858,Correct,False,False
14,,14,51.90255180000168,Go,space,0.433855899998889,Correct,False,False
15,,15,52.88484570000219,Go,space,0.3014726000001246,Correct,False,False
16,,16,53.86757909999869,Go,space,0.4179253999973298,Correct,False,False
17,,17,54.84885710000162,Go,space,0.6676960000004328,Correct,False,False
18,,18,55.83196379999936,Go,space,0.4854199999972479,Correct,False,False
19,,19,56.81471310000052,Go,space,0.3334267999998701,Correct,False,False
20,,20,57.79778129999977,Go,space,0.2996617999997397,Correct,False,False
21,,21,58.77922120000221,Go,space,0.3005225000015343,Correct,False,False
22,,22,59.76159689999986,Go,space,0.4000114000009489,Correct,False,False
23,,23,60.74474829999963,Go,space,0.316556000001583,Correct,False,False
24,,24,61.726727799999935,Go,space,0.467433699999674,Correct,False,False
25,,25,62.70913940000173,Go,space,0.2510598000008031,Correct,False,False
26,,26,63.69140270000207,No_go,space,0.3676524000002246,Incorrect,False,True
27,,27,64.67400020000059,Go,space,0.5188981999999669,Correct,False,False
28,,28,65.65642600000137,No_go,space,0.4324921000006725,Incorrect,False,True
29,,29,66.63927790000162,Go,space,0.6005116000014823,Correct,False,False
30,,30,67.62110630000097,Go,space,0.8996707000005699,Correct,False,False
31,,31,68.60489560000133,No_go,space,0.848356499998772,Incorrect,False,True
32,,32,69.5862715000003,No_go,,0.0,Correct,False,False
33,,33,71.57469860000128,Go,space,0.6434246999997413,Correct,False,False
34,,34,72.54996870000105,Go,space,0.4167560999994748,Correct,False,False
35,,35,73.53201400000034,Go,space,0.4850898000004235,Correct,False,False
36,,36,74.51540790000217,No_go,,0.0,Correct,False,False
37,,37,76.50372979999884,Go,space,0.3094198999970103,Correct,False,False
38,,38,77.47857339999973,Go,space,0.2836158999998588,Correct,False,False
39,,39,78.46186519999901,Go,space,0.3330678999991505,Correct,False,False
40,,40,79.44285579999996,Go,space,0.7675651000026846,Correct,False,False
41,,41,80.42551509999976,Go,space,0.6337511999990966,Correct,False,False
42,,42,81.40874679999979,Go,space,0.3663014999983716,Correct,False,False
43,,43,82.390407400002,Go,space,0.367400400002225,Correct,False,False
44,,44,83.37364460000026,Go,space,0.3669627999988734,Correct,False,False
45,1.0,45,92.60053129999868,No_go,,0.0,Correct,False,False
46,1.0,46,93.56370460000107,No_go,space,0.400692600000184,Incorrect,False,True
47,1.0,47,94.52927180000188,Go,space,0.3826965999978711,Correct,False,False
48,1.0,48,95.49465880000209,Go,space,0.2681085000003804,Correct,False,False
49,1.0,49,96.46069340000032,Go,space,0.249900399998296,Correct,False,False
50,1.0,50,97.42669490000117,Go,space,0.2164315000009082,Correct,False,False
51,1.0,51,98.39249159999964,No_go,space,0.2335266000009142,Incorrect,False,True
52,1.0,52,99.35855200000152,Go,space,0.2173388999981398,Correct,False,False
53,1.0,53,100.32391370000188,Go,space,0.2846922999997332,Correct,False,False
54,1.0,54,101.2900851000013,Go,space,0.3496830000003683,Correct,False,False
55,1.0,55,102.2560091000014,Go,space,0.3163260000001173,Correct,False,False
56,1.0,56,103.22112090000157,Go,space,0.3177479000005405,Correct,False,False
57,1.0,57,104.18675150000126,Go,space,0.4013181000009354,Correct,False,False
58,1.0,58,105.15336020000176,Go,space,0.3495774999973946,Correct,False,False
59,1.0,59,106.11895490000096,Go,space,0.2993863000010606,Correct,False,False
60,1.0,60,107.08454039999924,Go,space,0.2998336999989988,Correct,False,False
61,1.0,61,108.04955650000193,Go,space,0.3011899000011908,Correct,False,False
62,1.0,62,109.01622050000152,Go,space,0.333350299999438,Correct,False,False
63,1.0,63,109.98180270000012,Go,space,0.2834007999990717,Correct,False,False
64,1.0,64,110.94737380000151,Go,space,0.3169243000011192,Correct,False,False
65,1.0,65,111.913690100002,Go,space,0.2674124000004667,Correct,False,False
66,1.0,66,112.87908909999896,Go,space,0.2998172000006889,Correct,False,False
67,1.0,67,113.84473419999996,Go,space,0.2504724999998871,Correct,False,False
68,1.0,68,114.81044680000196,Go,space,0.2501083999995899,Correct,False,False
69,1.0,69,115.77697909999917,Go,space,0.2009951000000001,Correct,False,False
70,1.0,70,116.74135659999956,Go,space,0.3007192000004579,Correct,False,False
71,1.0,71,117.70803370000068,No_go,space,0.2669118999983766,Incorrect,False,True
72,1.0,72,118.6739376000005,Go,space,0.2664751000011165,Correct,False,False
73,1.0,73,119.6400281999995,Go,space,0.3166019999989657,Correct,False,False
74,1.0,74,120.60570849999932,Go,space,0.2996046000007482,Correct,False,False
75,1.0,75,121.57101129999864,Go,space,0.2828527999990911,Correct,False,False
76,1.0,76,122.5373424999998,No_go,space,0.3325507999979891,Incorrect,False,True
77,1.0,77,123.50308980000044,Go,space,0.3005121999995026,Correct,False,False
78,1.0,78,124.4675544999991,Go,space,0.3011805999994976,Correct,False,False
79,1.0,79,125.43331789999866,Go,space,0.2851341999994474,Correct,False,False
80,1.0,80,126.39959770000132,Go,space,0.2342037999987951,Correct,False,False
81,1.0,81,127.3652891999991,Go,space,0.2834594999985711,Correct,False,False
82,1.0,82,128.33158639999965,Go,space,0.3165043000008154,Correct,False,False
83,1.0,83,129.29782360000172,Go,space,0.2165657000005012,Correct,False,False
84,1.0,84,130.26320000000123,No_go,space,0.2840001000004122,Incorrect,False,True
85,1.0,85,131.22884160000103,Go,space,0.3335700000025099,Correct,False,False
86,1.0,86,132.1945478000016,Go,space,0.2844881999990321,Correct,False,False
87,1.0,87,133.15972229999898,No_go,space,0.2683890000007523,Incorrect,False,True
88,1.0,88,134.1262182999999,No_go,space,0.3666351000028953,Incorrect,False,True
89,1.0,89,135.0916070000021,Go,space,0.3503874000016367,Correct,False,False
90,1.0,90,136.058157200001,Go,space,0.2834293999985675,Correct,False,False
91,1.0,91,137.02331450000202,Go,space,0.3003596999988076,Correct,False,False
92,1.0,92,137.9887984999987,Go,space,0.2670650000000023,Correct,False,False
93,1.0,93,138.9553401000012,Go,space,0.4335307000001194,Correct,False,False
94,1.0,94,139.92126329999883,No_go,space,0.3172163000017463,Incorrect,False,True
95,1.0,95,140.8858293000012,Go,space,0.3510133000017958,Correct,False,False
96,1.0,96,141.85175230000095,Go,space,0.3176941000019724,Correct,False,False
97,1.0,97,142.81866230000014,No_go,space,0.3003040000003238,Incorrect,False,True
98,1.0,98,143.78398740000193,Go,space,0.3507900999975391,Correct,False,False
99,1.0,99,144.7497676000021,Go,space,0.4003468000009889,Correct,False,False
100,1.0,100,145.71531640000103,Go,space,0.3172441999995499,Correct,False,False
101,1.0,101,146.68121819999942,Go,space,0.3331847000008565,Correct,False,False
102,1.0,102,147.64707329999874,Go,space,0.3011684000011883,Correct,False,False
103,1.0,103,148.61236690000078,Go,space,0.3007249999973282,Correct,False,False
104,1.0,104,149.57776469999953,Go,space,0.3183199000013701,Correct,False,False
105,1.0,105,150.54433939999944,Go,space,0.350345599999855,Correct,False,False
106,1.0,106,151.51035899999988,No_go,space,0.3173428000009153,Incorrect,False,True
107,1.0,107,152.47623290000047,Go,space,0.2173352999998314,Correct,False,False
108,1.0,108,153.4415153000009,Go,space,0.4008178999974916,Correct,False,False
109,1.0,109,154.40795050000088,Go,space,0.2508256000000983,Correct,False,False
110,1.0,110,155.3729024000022,Go,space,0.4341171999985818,Correct,False,False
111,1.0,111,156.33925689999887,No_go,space,0.283171900002344,Incorrect,False,True
112,1.0,112,157.3038278999993,No_go,space,0.3859984000009717,Incorrect,False,True
113,1.0,113,158.27006830000028,Go,space,0.5183297000003222,Correct,False,False
114,1.0,114,159.23600710000028,Go,space,0.3004780000010214,Correct,False,False
115,1.0,115,160.20193440000003,No_go,,0.0,Correct,False,False
116,1.0,116,161.16756560000067,Go,space,0.2009895000010146,Correct,False,False
117,1.0,117,162.13326030000098,No_go,space,0.2848690999999235,Incorrect,False,True
118,1.0,118,163.09872819999873,Go,space,0.4005360000010114,Correct,False,False
119,1.0,119,164.06404140000086,Go,space,0.3856182000017725,Correct,False,False
120,1.0,120,165.03038910000032,Go,space,0.3509029000015289,Correct,False,False
121,1.0,121,165.99616859999878,Go,space,0.3010910999983025,Correct,False,False
122,1.0,122,166.9620199000019,No_go,space,0.267722100001265,Incorrect,False,True
123,1.0,123,167.92817619999914,Go,space,0.3686981999999261,Correct,False,False
124,1.0,124,168.89407009999923,Go,space,0.3500118999982078,Correct,False,False
125,1.0,125,169.85851530000218,Go,space,0.3687970999999379,Correct,False,False
126,1.0,126,170.8253904000012,Go,space,0.3333846999994421,Correct,False,False
