,block_index,trial,trial_onset(s),stimulus_type,resp_key,rt(s),correct,is_omission,is_comission
0,,0,24.02435739990324,No_go,,0.0,Correct,False,False
1,,1,26.044241899857298,Go,space,0.4187468001618981,Correct,False,False
2,,2,27.06202069995925,Go,space,0.6164692000020295,Correct,False,False
3,,3,28.07827359996736,No_go,space,0.5492525000590831,Incorrect,False,True
4,,4,29.093784799799323,Go,,0.0,Incorrect,True,False
5,,5,31.115789199946448,No_go,space,0.392803099937737,Incorrect,False,True
6,,6,32.12446889979765,Go,space,0.4829400000162422,Correct,False,False
7,,7,33.13996189995669,Go,,0.0,Incorrect,True,False
8,,8,35.16092769987881,Go,space,0.4438966000452637,Correct,False,False
9,,9,36.17065539979376,Go,space,0.5832197000272572,Correct,False,False
10,,10,37.1868404999841,Go,space,0.5162325999699533,Correct,False,False
11,,11,38.2014975999482,No_go,space,0.3667953999247402,Incorrect,False,True
12,,12,39.217693199869245,No_go,,0.0,Correct,False,False
13,,13,41.23975789989345,Go,,0.0,Incorrect,True,False
14,,14,43.25443499977701,Go,space,0.4287851001136005,Correct,False,False
15,,15,44.26346869999543,Go,space,0.5327438001986593,Correct,False,False
16,,16,45.27858389983885,Go,space,0.5167121000122279,Correct,False,False
17,,17,46.29473109985702,Go,space,0.4334136999677866,Correct,False,False
18,,18,47.30995289981365,Go,space,0.3839777999091893,Correct,False,False
19,,19,48.325339499861,Go,space,0.4179078999441117,Correct,False,False
20,,20,49.34147099987604,Go,space,0.4333478999324143,Correct,False,False
21,,21,50.356818799860775,Go,space,0.4659249000251293,Correct,False,False
22,,22,51.37185869994573,Go,space,0.4506561001762748,Correct,False,False
23,,23,52.40491319983266,Go,space,0.4504331999924034,Correct,False,False
24,,24,53.42057169997133,No_go,space,0.402251600055024,Incorrect,False,True
25,,25,54.43689479981549,Go,space,0.5350301000289619,Correct,False,False
26,,26,55.45300559978932,No_go,space,0.3691920000128448,Incorrect,False,True
27,,27,56.46866869996302,Go,space,0.4162798000033945,Correct,False,False
28,,28,57.48349299980328,Go,space,0.4020384000614285,Correct,False,False
29,,29,58.49976849998348,Go,,0.0,Incorrect,True,False
30,,30,60.52439959999174,Go,space,0.3900449001230299,Correct,False,False
31,,31,61.52963789994829,Go,space,0.3669751998968422,Correct,False,False
32,,32,62.546566099859774,Go,space,0.3499433998949826,Correct,False,False
33,,33,63.56202269997448,Go,space,0.3530226000584662,Correct,False,False
34,,34,64.57787809986621,Go,space,0.4157887999899685,Correct,False,False
35,,35,65.59360539983027,Go,space,0.4163631000556052,Correct,False,False
36,,36,66.60903419996612,Go,space,0.3698980000335723,Correct,False,False
37,,37,67.62524929991923,Go,space,0.43386340001598,Correct,False,False
38,,38,68.64001589990221,No_go,space,0.5176180000416934,Incorrect,False,True
39,,39,69.65629439987242,Go,space,0.4342545999679714,Correct,False,False
