,block_index,trial,trial_onset(s),stimulus_type,resp_key,rt(s),correct,is_omission,is_comission
0,,0,49.61436419999518,No_go,,0.0,Correct,False,False
1,,1,51.597855300002266,Go,space,0.6741731999936746,Correct,False,False
2,,2,52.57111069999519,No_go,,0.0,Correct,False,False
3,,3,54.55827490000229,Go,space,0.3940737999946577,Correct,False,False
4,,4,55.53493360000721,No_go,,0.0,Correct,False,False
5,,5,57.52293429999554,Go,space,0.6267539000109537,Correct,False,False
6,,6,58.499355599997216,Go,space,0.7485706000006758,Correct,False,False
7,,7,59.481734300003154,Go,space,0.7997049999976298,Correct,False,False
8,,8,60.46391459999722,No_go,,0.0,Correct,False,False
9,,9,62.45273119999911,Go,space,0.5754881000029854,Correct,False,False
10,,10,63.42819489999965,Go,space,0.682468400002108,Correct,False,False
11,,11,64.40914469999552,No_go,,0.0,Correct,False,False
12,,12,66.39950300000783,Go,space,0.5569928999902913,Correct,False,False
13,,13,67.37388870000723,Go,space,0.8193729000049643,Correct,False,False
14,,14,68.3567589000013,Go,,0.0,Incorrect,True,False
15,,15,70.34673400000611,Go,space,0.5243494000023929,Correct,False,False
16,,16,71.32014870000421,Go,space,0.4166364999982761,Correct,False,False
17,,17,72.30289429999539,Go,space,0.4662524000013945,Correct,False,False
18,,18,73.28494749999663,Go,space,0.4337841999949887,Correct,False,False
19,,19,74.26701660000253,Go,space,0.4016611999977613,Correct,False,False
20,,20,75.24941620000754,Go,space,0.4345971000002464,Correct,False,False
21,,21,76.23242010000104,Go,space,0.5685997999971732,Correct,False,False
22,,22,77.21399570000358,Go,space,0.4842935999913607,Correct,False,False
23,,23,78.19572079999489,Go,space,0.4186208000028273,Correct,False,False
24,,24,79.17981899999722,Go,space,0.4170322000136366,Correct,False,False
25,,25,80.16200300000492,Go,space,0.766643800001475,Correct,False,False
26,,26,81.14442559999588,No_go,space,0.4504099999903701,Incorrect,False,True
27,,27,82.12626970000565,Go,space,0.533645899995463,Correct,False,False
28,,28,83.10970519999682,No_go,,0.0,Correct,False,False
29,,29,85.10016539999924,Go,space,0.3745495999901322,Correct,False,False
30,,30,86.07267449999927,Go,space,0.399983199997223,Correct,False,False
31,,31,87.0560994999978,No_go,space,0.349708499998087,Incorrect,False,True
32,,32,88.03758190000372,Go,space,0.4519194000022253,Correct,False,False
33,,33,89.01892940000107,Go,space,0.517004099994665,Correct,False,False
34,,34,90.00306289999571,Go,space,0.4509049000043887,Correct,False,False
35,,35,90.98522030000458,Go,space,0.4335504000046057,Correct,False,False
36,,36,91.96797280000465,Go,space,0.4172513999947114,Correct,False,False
37,,37,92.94943170000624,Go,space,0.4671085000009043,Correct,False,False
38,,38,93.93278370000188,Go,space,0.3669158999982755,Correct,False,False
39,,39,94.91582939999353,Go,space,0.415597200000775,Correct,False,False
40,,40,95.89776550000532,Go,space,0.4502909000002546,Correct,False,False
41,,41,96.87967260000003,No_go,,0.0,Correct,False,False
42,,42,98.86896619999608,Go,space,0.3757562999962829,Correct,False,False
43,,43,99.84407979999378,Go,space,0.4643885999976191,Correct,False,False
44,,44,100.82597669999814,Go,space,0.533325700002024,Correct,False,False
45,1.0,45,109.31220879999456,No_go,,0.0,Correct,False,False
46,1.0,46,110.26733519999834,Go,space,0.4662693999998737,Correct,False,False
47,1.0,47,111.2316462000017,Go,space,0.3666698000015458,Correct,False,False
48,1.0,48,112.19907329999842,Go,space,0.3830138000048464,Correct,False,False
49,1.0,49,113.16379449999658,Go,space,0.3838800999947125,Correct,False,False
50,1.0,50,114.130015799994,Go,space,0.4004642999934731,Correct,False,False
51,1.0,51,115.09612800000468,Go,space,0.4334119000122882,Correct,False,False
52,1.0,52,116.06217819999438,Go,space,0.4007082999887643,Correct,False,False
53,1.0,53,117.02638340000703,Go,space,0.3850150000071153,Correct,False,False
54,1.0,54,117.9935148999939,Go,space,0.3665172999899369,Correct,False,False
55,1.0,55,118.95856709999498,Go,space,0.3334944999951403,Correct,False,False
56,1.0,56,119.9250835999992,Go,space,0.3663881000102265,Correct,False,False
57,1.0,57,120.89064840000356,Go,space,0.3332669000083115,Correct,False,False
58,1.0,58,121.8557856999978,Go,space,0.3672602000006009,Correct,False,False
59,1.0,59,122.8210134999972,Go,space,0.3677604000113206,Correct,False,False
60,1.0,60,123.78756050000084,Go,space,0.3678581999993184,Correct,False,False
61,1.0,61,124.75398680000217,Go,space,0.4176005000044824,Correct,False,False
62,1.0,62,125.72066180000547,No_go,space,0.3838945999887073,Incorrect,False,True
