,block_index,trial,trial_onset(s),stimulus_type,resp_key,rt(s),correct,is_omission,is_comission
0,,0,6.322992700152099,Go,,0.0,Incorrect,True,False
1,,1,8.332330800127238,Go,,0.0,Incorrect,True,False
2,,2,10.3468718000222,Go,space,0.2432548999786377,Correct,False,False
3,,3,11.355468299938366,Go,space,0.3832898000255227,Correct,False,False
4,,4,12.371143599972129,Go,space,0.3164917998947203,Correct,False,False
5,,5,13.386876899981871,Go,space,0.3681248999200761,Correct,False,False
6,,6,14.40291230008006,Go,space,0.2999048999045044,Correct,False,False
7,,7,15.418296799995003,No_go,space,0.3018344999291003,Incorrect,False,True
8,,8,16.434001700021327,Go,space,0.400234900182113,Correct,False,False
9,,9,17.449604300083593,Go,space,0.2835436000023037,Correct,False,False
10,,10,18.465715100057423,No_go,space,0.3840626999735832,Incorrect,False,True
11,,11,19.48127730004489,Go,,0.0,Incorrect,True,False
12,,12,21.50415090005845,No_go,,0.0,Correct,False,False
13,,13,23.51774449995719,Go,,0.0,Incorrect,True,False
14,,14,25.531368900090456,Go,space,0.2610132999252528,Correct,False,False
15,,15,26.541272199945524,Go,space,0.366680100094527,Correct,False,False
16,,16,27.55700130015612,Go,space,0.5830268000718206,Correct,False,False
17,,17,28.57257300009951,Go,space,0.7178499998990446,Correct,False,False
18,,18,29.58817350002937,No_go,space,0.5169221998658031,Incorrect,False,True
19,,19,30.60404859995469,Go,space,0.466507599921897,Correct,False,False
20,,20,31.619564400054514,Go,space,0.4000554999802261,Correct,False,False
21,,21,32.635574399959296,Go,space,0.4165040999650955,Correct,False,False
22,,22,33.65134049998596,No_go,,0.0,Correct,False,False
23,,23,35.672071899985895,Go,space,0.3271523001603782,Correct,False,False
24,,24,36.682097299955785,Go,space,0.5167539999820292,Correct,False,False
25,,25,37.697391299996525,Go,space,0.4833580001723021,Correct,False,False
26,,26,38.71497440012172,Go,space,0.5981657998636365,Correct,False,False
27,,27,39.72911940002814,Go,space,0.4334374999161809,Correct,False,False
28,,28,40.74443870014511,Go,space,0.4332610999699682,Correct,False,False
29,,29,41.76051079994068,No_go,space,0.4523611001204699,Incorrect,False,True
30,,30,42.77614750014618,Go,space,0.4501780001446605,Correct,False,False
31,,31,43.79211700009182,Go,space,0.3835555999539792,Correct,False,False
32,,32,44.80737160006538,Go,space,0.3505579999182373,Correct,False,False
33,,33,45.82289050007239,Go,space,0.3501573000103235,Correct,False,False
34,,34,46.8391227000393,Go,space,0.3833244000561535,Correct,False,False
35,,35,47.8546631000936,No_go,,0.0,Correct,False,False
36,,36,49.87663020007312,No_go,space,0.2762653001118451,Incorrect,False,True
37,,37,50.88521810015664,Go,space,0.566196900093928,Correct,False,False
38,,38,51.9008274001535,No_go,space,0.4166585998609662,Incorrect,False,True
39,,39,52.91668010014109,Go,space,0.4163176999427378,Correct,False,False
40,,40,53.93227420002222,Go,space,0.3495692000724375,Correct,False,False
41,,41,54.947886700043455,Go,space,0.3502710999455303,Correct,False,False
42,,42,55.96368960011751,Go,space,0.4165501000825315,Correct,False,False
43,,43,56.97946329996921,Go,space,0.4000150999054312,Correct,False,False
44,,44,57.99511849996634,Go,space,0.5001952999737114,Correct,False,False
45,1.0,45,64.88120479998179,Go,space,0.7237744999583811,Correct,False,False
46,1.0,46,65.87120950012468,Go,space,0.4499646001495421,Correct,False,False
47,1.0,47,66.87056960002519,Go,space,0.2659088000655174,Correct,False,False
48,1.0,48,67.86955210007727,Go,space,0.2999707998242229,Correct,False,False
49,1.0,49,68.8687166001182,Go,space,0.2994480000343174,Correct,False,False
50,1.0,50,69.86739969998598,No_go,space,0.3001081999391317,Incorrect,False,True
51,1.0,51,70.86667399993166,No_go,space,0.2500291999895125,Incorrect,False,True
52,1.0,52,71.86580820009112,Go,space,0.3662918999325484,Correct,False,False
53,1.0,53,72.86498180008493,Go,space,0.3001902000978589,Correct,False,False
54,1.0,54,73.86389100016095,Go,space,0.3500242000445723,Correct,False,False
55,1.0,55,74.86290660011582,Go,space,0.3163703000172972,Correct,False,False
56,1.0,56,75.8619284001179,Go,space,0.405685800127685,Correct,False,False
57,1.0,57,76.86112909996882,Go,space,0.3830470000393688,Correct,False,False
58,1.0,58,77.8600874999538,Go,space,0.3830766999162733,Correct,False,False
59,1.0,59,78.85922450013459,Go,space,0.3501605000346899,Correct,False,False
60,1.0,60,79.85810320009477,Go,space,0.3998247000854462,Correct,False,False
61,1.0,61,80.85713379993103,No_go,space,0.2834472998511046,Incorrect,False,True
62,1.0,62,81.85634159995243,Go,space,0.316678199917078,Correct,False,False
63,1.0,63,82.8555870000273,Go,space,0.3162944000214338,Correct,False,False
64,1.0,64,83.85468270001002,No_go,space,0.316187199903652,Incorrect,False,True
65,1.0,65,84.85401150002144,Go,space,0.2660750998184085,Correct,False,False
66,1.0,66,85.85290440008976,Go,space,0.367152800085023,Correct,False,False
67,1.0,67,86.85151910013519,Go,space,0.3665366999339312,Correct,False,False
68,1.0,68,87.85063250013627,No_go,space,0.3169148999731987,Incorrect,False,True
69,1.0,69,88.8500258999411,Go,space,0.3016868999693542,Correct,False,False
70,1.0,70,89.84868900012225,Go,space,0.3000115000177175,Correct,False,False
71,1.0,71,90.84790350007825,Go,space,0.2836499998811632,Correct,False,False
72,1.0,72,91.84688100009224,Go,space,0.2692992999218404,Correct,False,False
73,1.0,73,92.8459894999396,Go,space,0.3517573000863194,Correct,False,False
74,1.0,74,93.84504549996927,Go,space,0.3665960999205708,Correct,False,False
75,1.0,75,94.84390440001152,Go,space,0.3668628998566419,Correct,False,False
76,1.0,76,95.84299680008552,Go,space,0.3331375999841839,Correct,False,False
77,1.0,77,96.84226380009204,Go,space,0.3166938999202102,Correct,False,False
78,1.0,78,97.84126340015791,Go,space,0.3166247999761253,Correct,False,False
79,1.0,79,98.84054649993776,Go,space,0.5161337000317872,Correct,False,False
80,1.0,80,99.8393751999829,Go,space,0.4332618999760598,Correct,False,False
81,1.0,81,100.83873550011776,Go,space,0.5332835998851806,Correct,False,False
82,1.0,82,101.83750479994342,Go,space,0.4671793000306934,Correct,False,False
