,block_index,trial,trial_onset(s),stimulus_type,resp_key,rt(s),correct,is_omission,is_comission
0,,0,60.44490929995664,Go,,0.0,Incorrect,True,False
1,,1,62.46934469998814,Go,space,0.6418605002108961,Correct,False,False
2,,2,63.47670580004342,No_go,,0.0,Correct,False,False
3,,3,65.49894879991189,No_go,,0.0,Correct,False,False
4,,4,67.51269809994847,Go,space,0.6272826998028904,Correct,False,False
5,,5,68.52197290002368,Go,space,0.7004484999924898,Correct,False,False
6,,6,69.53827530005947,No_go,,0.0,Correct,False,False
7,,7,71.56065210001543,Go,space,0.3088416999671608,Correct,False,False
8,,8,72.56955199991353,Go,,0.0,Incorrect,True,False
9,,9,74.59098279988393,Go,space,0.5260598999448121,Correct,False,False
10,,10,75.59942219988443,Go,,0.0,Incorrect,True,False
11,,11,77.62169719999656,Go,space,0.4755017999559641,Correct,False,False
12,,12,78.62908879993483,Go,,0.0,Incorrect,True,False
13,,13,80.65189519990236,Go,space,0.5590077999513596,Correct,False,False
14,,14,81.65972970006987,Go,space,0.4368363998364657,Correct,False,False
15,,15,82.67572780000046,No_go,space,0.3333362999837845,Incorrect,False,True
16,,16,83.69129380001687,Go,space,0.4867011001333594,Correct,False,False
17,,17,84.70717970002443,Go,space,0.4836533998604864,Correct,False,False
18,,18,85.72268830006942,No_go,space,0.3838388998992741,Incorrect,False,True
19,,19,86.73821119987406,Go,space,0.7335504998918623,Correct,False,False
20,,20,87.75434809993021,No_go,,0.0,Correct,False,False
21,,21,89.77590040001087,Go,space,0.3769841999746859,Correct,False,False
22,,22,90.78459329996258,Go,space,0.4844172999728471,Correct,False,False
23,,23,91.79956050007604,Go,space,0.5014003000687808,Correct,False,False
24,,24,92.81739010009916,No_go,,0.0,Correct,False,False
25,,25,94.8385751999449,Go,space,0.4757759999483824,Correct,False,False
26,,26,95.84675320005044,Go,space,0.6866321000270545,Correct,False,False
27,,27,96.86378589994274,Go,space,0.5817428999580443,Correct,False,False
28,,28,97.87777210003696,Go,space,0.4669776000082493,Correct,False,False
29,,29,98.89435359998606,Go,space,0.382586799794808,Correct,False,False
30,,30,99.90957270003857,Go,,0.0,Incorrect,True,False
31,,31,101.93218849995174,Go,space,0.3593894001096487,Correct,False,False
32,,32,102.94095740001649,Go,space,0.3495038000401109,Correct,False,False
33,,33,103.95552919991314,Go,space,0.3524014998693019,Correct,False,False
34,,34,104.97152439993806,Go,space,0.35045349993743,Correct,False,False
35,,35,105.987538699992,Go,space,0.4188204000238329,Correct,False,False
36,,36,107.00319249997848,Go,space,0.5671602999791503,Correct,False,False
37,,37,108.01837980002163,No_go,space,0.4173955000005662,Incorrect,False,True
38,,38,109.03454999998212,No_go,space,0.5005126998294145,Incorrect,False,True
39,,39,110.05377230001612,Go,space,0.5961986999027431,Correct,False,False
40,,40,111.06870649987832,Go,space,0.4490092999767512,Correct,False,False
41,,41,112.0815336999949,Go,space,0.4669971999246627,Correct,False,False
42,,42,113.0977256000042,Go,space,0.4498592000454664,Correct,False,False
43,,43,114.1128374999389,Go,space,0.4506778998766094,Correct,False,False
44,,44,115.12846029992215,Go,space,0.3219600000884384,Correct,False,False
45,1.0,45,136.07556200004183,Go,space,0.6514324001036584,Correct,False,False
46,1.0,46,137.0747934000101,Go,space,0.6018445999361575,Correct,False,False
47,1.0,47,138.0738915000111,Go,space,0.5521097998134792,Correct,False,False
48,1.0,48,139.07272789999843,Go,space,0.3680306000169366,Correct,False,False
49,1.0,49,140.07208519987762,Go,space,0.3336535999551415,Correct,False,False
50,1.0,50,141.07172779995017,No_go,space,0.3499082999769598,Incorrect,False,True
51,1.0,51,142.06982670002617,No_go,space,0.3337300000712275,Incorrect,False,True
52,1.0,52,143.06969089992344,No_go,space,0.4163872001226991,Incorrect,False,True
53,1.0,53,144.0683462000452,No_go,,0.0,Correct,False,False
54,1.0,54,145.06799679994583,Go,space,0.4654612999875098,Correct,False,False
55,1.0,55,146.06672200001776,Go,space,0.6836687000468373,Correct,False,False
56,1.0,56,147.06526229996234,No_go,space,0.3841064001899212,Incorrect,False,True
57,1.0,57,148.0638393999543,Go,space,0.4678760999813676,Correct,False,False
58,1.0,58,149.06352439988405,Go,,0.0,Incorrect,True,False
59,1.0,59,150.06261370005086,No_go,space,0.488314599962905,Incorrect,False,True
60,1.0,60,151.06258950009942,Go,space,0.449551299912855,Correct,False,False
61,1.0,61,152.0615991000086,Go,space,0.4330684999004006,Correct,False,False
62,1.0,62,153.0609708998818,No_go,space,0.449256399879232,Incorrect,False,True
63,1.0,63,154.0589117000345,No_go,,0.0,Correct,False,False
64,1.0,64,155.05846219998784,Go,space,0.5833076999988407,Correct,False,False
65,1.0,65,156.0569152000826,Go,space,0.4055167001206428,Correct,False,False
66,1.0,66,157.05602709995583,No_go,space,0.584147100104019,Incorrect,False,True
67,1.0,67,158.05581669998355,Go,space,0.5338049998972565,Correct,False,False
68,1.0,68,159.05411459994502,Go,space,0.6343549999874085,Correct,False,False
69,1.0,69,160.05381620000117,Go,space,0.4499753001146018,Correct,False,False
70,1.0,70,161.05351700005122,Go,space,0.5155130000784993,Correct,False,False
71,1.0,71,162.05180849996395,No_go,space,0.4210003998596221,Incorrect,False,True
72,1.0,72,163.05041759996675,Go,space,0.4841078999452293,Correct,False,False
73,1.0,73,164.05017339996994,Go,space,0.7332526999525726,Correct,False,False
74,1.0,74,165.04900679993443,Go,,0.0,Incorrect,True,False
75,1.0,75,166.04788700002246,Go,space,0.5164624000899494,Correct,False,False
76,1.0,76,167.04685700009577,Go,space,0.4833028998691588,Correct,False,False
77,1.0,77,168.0460647,Go,space,0.5002546000760049,Correct,False,False
78,1.0,78,169.0447474999819,Go,,0.0,Incorrect,True,False
79,1.0,79,170.04369960003532,No_go,,0.0,Correct,False,False
80,1.0,80,171.04341819998808,No_go,space,0.549553900025785,Incorrect,False,True
81,1.0,81,172.04254529997706,No_go,,0.0,Correct,False,False
82,1.0,82,173.0414684000425,Go,space,0.5993870999664068,Correct,False,False
83,1.0,83,174.04020559997298,Go,space,0.6342530001420528,Correct,False,False
84,1.0,84,175.0396789999213,Go,space,0.6332660999614745,Correct,False,False
85,1.0,85,176.0404256999027,Go,space,0.6978403001558036,Correct,False,False
86,1.0,86,177.0377531000413,Go,space,0.7543598001357168,Correct,False,False
87,1.0,87,178.0373791998718,Go,space,0.716148299863562,Correct,False,False
88,1.0,88,179.0356242000125,No_go,,0.0,Correct,False,False
89,1.0,89,180.03548910003155,Go,space,0.9325556000694633,Correct,False,False
90,1.0,90,181.03420319990252,Go,space,0.6179891999345273,Correct,False,False
91,1.0,91,182.03328619990495,Go,space,0.5173774999566376,Correct,False,False
92,1.0,92,183.03248640010133,Go,space,0.5828644998837262,Correct,False,False
93,1.0,93,184.0314209999051,Go,space,0.5834917998872697,Correct,False,False
94,1.0,94,185.03015020000748,Go,space,0.6336805000901222,Correct,False,False
95,1.0,95,186.02945820009336,Go,space,0.5173439998179674,Correct,False,False
96,1.0,96,187.0282240000088,Go,space,0.5347666998859495,Correct,False,False
97,1.0,97,188.02756939991377,Go,space,0.6344802998937666,Correct,False,False
98,1.0,98,189.02685849997212,Go,space,0.5700362999923527,Correct,False,False
99,1.0,99,190.02577669988383,Go,space,0.484072599792853,Correct,False,False
100,1.0,100,191.0245320999529,Go,space,0.5169170000590384,Correct,False,False
