,block_index,trial,trial_onset(s),stimulus_type,resp_key,rt(s),correct,is_omission,is_comission
0,,0,20.125138100003824,Go,,0.0,Incorrect,True,False
1,,1,22.105586300007417,No_go,space,0.3259465000010095,Incorrect,False,True
2,,2,23.08144480000192,Go,space,0.5000073999981396,Correct,False,False
3,,3,24.063507600003504,Go,,0.0,Incorrect,True,False
4,,4,26.052728800001205,Go,,0.0,Incorrect,True,False
5,,5,28.033652700003582,Go,space,0.3760482000070624,Correct,False,False
6,,6,29.008490599997454,Go,space,0.4168112000043038,Correct,False,False
7,,7,29.991586500007543,No_go,space,0.382821100007277,Incorrect,False,True
8,,8,30.97366240000701,Go,space,0.3838697000028332,Correct,False,False
9,,9,31.95562730000529,Go,space,0.3837842999928398,Correct,False,False
10,,10,32.939943300007144,Go,space,0.3488269999943441,Correct,False,False
11,,11,33.92084489999979,Go,space,0.3655190999998012,Correct,False,False
12,,12,34.903091900006984,Go,space,0.3008382999978494,Correct,False,False
13,,13,35.885607900010655,Go,space,0.3498888000031002,Correct,False,False
14,,14,36.86817359999986,Go,space,0.2835000000050058,Correct,False,False
15,,15,37.85057609999785,Go,space,0.3831858000048669,Correct,False,False
16,,16,38.83327440000721,Go,space,0.2829399000038393,Correct,False,False
17,,17,39.81500870001037,Go,space,0.2509233000018867,Correct,False,False
18,,18,40.79723789999844,Go,space,0.2678539999906206,Correct,False,False
19,,19,41.779784900005325,Go,space,0.2707621000008657,Correct,False,False
20,,20,42.761932699999306,Go,space,0.2837126000085845,Correct,False,False
21,,21,43.744977000009385,No_go,space,0.3667437999974936,Incorrect,False,True
22,,22,44.727372100009234,Go,space,0.4171322000038344,Correct,False,False
23,,23,45.71003800000472,No_go,space,0.3334939999913331,Incorrect,False,True
24,,24,46.692465800006175,Go,,0.0,Incorrect,True,False
25,,25,48.68275770000764,Go,space,0.274601299999631,Correct,False,False
26,,26,49.6558209000068,No_go,space,0.3340301999996882,Incorrect,False,True
27,,27,50.63831460000074,No_go,space,0.351006500000949,Incorrect,False,True
28,,28,51.62141770000744,Go,space,0.3662782000028528,Correct,False,False
29,,29,52.60376150000957,No_go,,0.0,Correct,False,False
30,,30,54.59244000000763,Go,space,0.3760747000051196,Correct,False,False
31,,31,55.56748250000237,Go,space,0.3832036999956472,Correct,False,False
32,,32,56.55009520000021,Go,space,0.3842025000049034,Correct,False,False
33,,33,57.531780300007085,Go,space,0.4007156000006944,Correct,False,False
34,,34,58.514525400009006,Go,space,0.316913000002387,Correct,False,False
35,,35,59.497176300006686,No_go,,0.0,Correct,False,False
36,,36,61.48452270000416,Go,,0.0,Incorrect,True,False
37,,37,63.468155100010335,Go,space,0.3261799999891082,Correct,False,False
38,,38,64.44290940000792,Go,space,0.3845055999991018,Correct,False,False
39,,39,65.42481009999756,Go,space,0.3846352999971714,Correct,False,False
40,,40,66.40749260000302,No_go,space,0.3990508000133559,Incorrect,False,True
41,,41,67.38965969999845,Go,,0.0,Incorrect,True,False
42,,42,69.3793946000078,Go,space,0.3426164999982575,Correct,False,False
43,,43,70.35368140001083,Go,,0.0,Incorrect,True,False
44,,44,72.3423741000006,Go,space,0.359308900005999,Correct,False,False
45,1.0,45,88.28895790000388,Go,,0.0,Incorrect,True,False
46,1.0,46,89.25250349999988,Go,space,0.383485300000757,Correct,False,False
47,1.0,47,90.21794790000422,Go,space,0.2506646999972872,Correct,False,False
48,1.0,48,91.18383619999804,Go,space,0.3169267000048421,Correct,False,False
49,1.0,49,92.14972630000555,Go,space,0.300378300002194,Correct,False,False
50,1.0,50,93.11524710000958,Go,space,0.2673612999933539,Correct,False,False
51,1.0,51,94.08102280000458,Go,space,0.25124379999761,Correct,False,False
52,1.0,52,95.04748639999887,Go,space,0.4335849000053713,Correct,False,False
53,1.0,53,96.0126167999988,No_go,space,0.3506420999910915,Incorrect,False,True
54,1.0,54,96.97876559999712,No_go,space,0.3330586999945808,Incorrect,False,True
55,1.0,55,97.9444203000021,Go,space,0.3842667999997502,Correct,False,False
56,1.0,56,98.9102683000092,Go,space,0.4170779999985825,Correct,False,False
57,1.0,57,99.87588970000796,Go,space,0.4338875999965239,Correct,False,False
58,1.0,58,100.84200530000088,Go,space,0.3336644999944838,Correct,False,False
59,1.0,59,101.8077612000052,Go,space,0.3343715000082738,Correct,False,False
60,1.0,60,102.77396269999736,Go,space,0.332902499998454,Correct,False,False
61,1.0,61,103.73943080000754,No_go,,0.0,Correct,False,False
62,1.0,62,104.70517870000911,Go,space,0.3335369000124046,Correct,False,False
63,1.0,63,105.67076220001036,No_go,,0.0,Correct,False,False
64,1.0,64,106.63676629999829,No_go,space,0.3501123000023654,Incorrect,False,True
65,1.0,65,107.60235490000925,Go,,0.0,Incorrect,True,False
66,1.0,66,108.56800590000056,Go,space,0.3669102999992901,Correct,False,False
67,1.0,67,109.53442180001002,No_go,,0.0,Correct,False,False
68,1.0,68,110.50119670000277,Go,space,0.3652009999932488,Correct,False,False
69,1.0,69,111.46579410000412,No_go,,0.0,Correct,False,False
70,1.0,70,112.4324348000082,Go,space,0.3323310999985551,Correct,False,False
71,1.0,71,113.39659530000064,Go,,0.0,Incorrect,True,False
72,1.0,72,114.36266540001088,Go,space,0.3677102999936323,Correct,False,False
73,1.0,73,115.32836240000324,Go,space,0.4007316999923205,Correct,False,False
74,1.0,74,116.29444160001005,No_go,,0.0,Correct,False,False
75,1.0,75,117.26021819999733,Go,space,0.3498934999952325,Correct,False,False
76,1.0,76,118.2252479000017,Go,space,0.3340239000099245,Correct,False,False
77,1.0,77,119.1912452999968,Go,space,0.3839674999908311,Correct,False,False
78,1.0,78,120.157194600004,No_go,space,0.350635599999805,Incorrect,False,True
79,1.0,79,121.12286560000211,Go,,0.0,Incorrect,True,False
80,1.0,80,122.08859070000472,Go,space,0.3049852999974973,Correct,False,False
81,1.0,81,123.05440439999802,No_go,,0.0,Correct,False,False
82,1.0,82,124.02010439999869,Go,space,0.2338767000037478,Correct,False,False
83,1.0,83,124.98627790001046,No_go,space,0.3514636000036262,Incorrect,False,True
84,1.0,84,125.9518653999985,No_go,,0.0,Correct,False,False
85,1.0,85,126.91733330000716,Go,space,0.35071009999956,Correct,False,False
86,1.0,86,127.88334929999836,Go,space,0.3667530999955488,Correct,False,False
87,1.0,87,128.84894560000976,No_go,,0.0,Correct,False,False
88,1.0,88,129.8148375000019,Go,space,0.3334790000080829,Correct,False,False
89,1.0,89,130.78066810000746,Go,space,0.4501009999949019,Correct,False,False
90,1.0,90,131.7464389000088,Go,space,0.3839696999930311,Correct,False,False
91,1.0,91,132.71207590000995,Go,space,0.4006412000017008,Correct,False,False
92,1.0,92,133.67782160000934,Go,space,0.3503270999935921,Correct,False,False
93,1.0,93,134.64418899999873,Go,space,0.3499149999988731,Correct,False,False
94,1.0,94,135.60934399999678,Go,space,0.3837268000061158,Correct,False,False
95,1.0,95,136.5753926000034,Go,space,0.408721500003594,Correct,False,False
96,1.0,96,137.54122220000136,Go,space,0.4167100000049686,Correct,False,False
