,block_index,trial,trial_onset(s),stimulus_type,resp_key,rt(s),correct,is_omission,is_comission
0,,0,82.18853010000021,No_go,,0.0,Correct,False,False
1,,1,84.17933699999412,Go,,0.0,Incorrect,True,False
2,,2,86.15984330000356,No_go,,0.0,Correct,False,False
3,,3,88.14315360000182,Go,space,0.541245100001106,Correct,False,False
4,,4,89.11622359999456,No_go,,0.0,Correct,False,False
5,,5,91.10729709999578,Go,space,0.5407197000022279,Correct,False,False
6,,6,92.08017489999474,Go,space,0.5344430999975884,Correct,False,False
7,,7,93.06254159999662,Go,space,0.7498944999970263,Correct,False,False
8,,8,94.04466790000151,No_go,space,0.5182362999912584,Incorrect,False,True
9,,9,95.02780299998994,Go,space,0.6667594000027748,Correct,False,False
10,,10,96.00946809999004,Go,space,0.5832741999911377,Correct,False,False
11,,11,96.99211949999152,Go,space,0.4180104999977629,Correct,False,False
12,,12,97.97471719999156,No_go,,0.0,Correct,False,False
13,,13,99.96501400000125,Go,space,0.4251925999997183,Correct,False,False
14,,14,100.93835009999748,Go,space,0.6339720000105444,Correct,False,False
15,,15,101.92097649999778,Go,space,0.5332621999987168,Correct,False,False
16,,16,102.9037529999914,Go,space,0.4168945999990683,Correct,False,False
17,,17,103.88566669999273,No_go,,0.0,Correct,False,False
18,,18,105.87483539999812,Go,space,0.3775583999959053,Correct,False,False
19,,19,106.85016249999173,Go,space,0.4167469999956665,Correct,False,False
20,,20,107.83258919999936,Go,space,0.416744899994228,Correct,False,False
21,,21,108.81452559999887,Go,space,0.4006346999958623,Correct,False,False
22,,22,109.79717069999606,Go,space,0.4014634000050137,Correct,False,False
23,,23,110.78010730000096,Go,space,0.3658416999969631,Correct,False,False
24,,24,111.76185189999524,Go,space,0.4023790000064764,Correct,False,False
25,,25,112.74479149999388,No_go,space,0.3833466999931261,Incorrect,False,True
26,,26,113.72621649999928,Go,space,0.7997740999999223,Correct,False,False
27,,27,114.70944049999524,Go,space,0.6337073000031523,Correct,False,False
28,,28,115.69165860000066,Go,space,0.466186599995126,Correct,False,False
29,,29,116.67413600000144,Go,space,0.5000645999971312,Correct,False,False
30,,30,117.6561978999962,No_go,,0.0,Correct,False,False
31,,31,119.64585869999428,Go,space,0.4252359000092838,Correct,False,False
32,,32,120.62067249999382,Go,space,0.400954400000046,Correct,False,False
33,,33,121.60239659999206,Go,space,0.5338304000033531,Correct,False,False
34,,34,122.58509189999312,No_go,space,0.4347417000099085,Incorrect,False,True
35,,35,123.56737079999584,Go,space,0.65005110000493,Correct,False,False
36,,36,124.55029859999196,Go,space,0.5163745999889215,Correct,False,False
37,,37,125.53312739999092,Go,space,0.6157989000057569,Correct,False,False
38,,38,126.51504430000205,Go,space,0.4660388000047533,Correct,False,False
39,,39,127.49695639999118,Go,space,0.4675520999880973,Correct,False,False
40,,40,128.4795879000012,Go,space,0.4505039000068791,Correct,False,False
41,,41,129.46204230000149,Go,space,0.6333401000010781,Correct,False,False
42,,42,130.44440749999194,Go,space,0.4680367999972077,Correct,False,False
43,,43,131.42776759999106,Go,space,0.4329270000016549,Correct,False,False
44,,44,132.40928089999943,Go,space,0.5659678000083659,Correct,False,False
45,1.0,45,145.4435053999914,No_go,,0.0,Correct,False,False
46,1.0,46,146.41270000000077,Go,space,0.4327336999995168,Correct,False,False
47,1.0,47,147.37813610000012,Go,space,0.4006389000132913,Correct,False,False
48,1.0,48,148.3443932999944,Go,space,0.4167478000017581,Correct,False,False
49,1.0,49,149.3103776999924,Go,space,0.3998149999970337,Correct,False,False
50,1.0,50,150.2761708999897,Go,space,0.4169747999985702,Correct,False,False
51,1.0,51,151.24165999999968,Go,space,0.3678177999972831,Correct,False,False
52,1.0,52,152.20697259998997,No_go,space,0.3688209999963874,Incorrect,False,True
53,1.0,53,153.17481640000187,Go,space,0.5653808000060963,Correct,False,False
54,1.0,54,154.13950039999327,Go,space,0.5500494000007166,Correct,False,False
55,1.0,55,155.10504680000304,No_go,,0.0,Correct,False,False
56,1.0,56,156.07083309999143,Go,space,0.416294900001958,Correct,False,False
57,1.0,57,157.03647019999335,Go,space,0.5330783999961568,Correct,False,False
58,1.0,58,158.00188489998982,Go,space,0.5164834999886807,Correct,False,False
59,1.0,59,158.96756199999072,Go,space,0.5855333999934373,Correct,False,False
60,1.0,60,159.93367329999455,Go,space,0.5169822000025306,Correct,False,False
61,1.0,61,160.8994701999909,No_go,,0.0,Correct,False,False
62,1.0,62,161.86501199999475,Go,space,0.3998681999946711,Correct,False,False
63,1.0,63,162.8307569000026,Go,space,0.5168544000043767,Correct,False,False
64,1.0,64,163.79635099999723,Go,space,0.666781500010984,Correct,False,False
65,1.0,65,164.76307790000283,No_go,,0.0,Correct,False,False
66,1.0,66,165.72807230000035,No_go,space,0.4004153999994742,Incorrect,False,True
67,1.0,67,166.69400529999984,Go,space,0.5495339000044623,Correct,False,False
68,1.0,68,167.6600902999926,Go,space,0.5827013999951305,Correct,False,False
69,1.0,69,168.62562979999348,Go,space,0.5501012000022456,Correct,False,False
70,1.0,70,169.5916406000033,Go,space,0.6161866000038572,Correct,False,False
71,1.0,71,170.55764250000357,Go,space,0.6008255999913672,Correct,False,False
72,1.0,72,171.5225053000031,No_go,,0.0,Correct,False,False
73,1.0,73,172.48840059999202,Go,space,0.633351100012078,Correct,False,False
74,1.0,74,173.45412569999462,No_go,,0.0,Correct,False,False
75,1.0,75,174.42026369999803,Go,space,0.4496980999974767,Correct,False,False
76,1.0,76,175.38549289999355,No_go,,0.0,Correct,False,False
77,1.0,77,176.35150469999644,Go,space,0.4836236999981338,Correct,False,False
78,1.0,78,177.31754550000187,Go,space,0.6162664000003133,Correct,False,False
79,1.0,79,178.28264489999856,Go,space,0.6342656000051647,Correct,False,False
80,1.0,80,179.24902499999737,Go,space,0.7331809000024805,Correct,False,False
81,1.0,81,180.21502479999617,Go,space,0.6826481000025524,Correct,False,False
82,1.0,82,181.1801378999953,Go,space,0.6999727999937022,Correct,False,False
83,1.0,83,182.1464116999996,No_go,,0.0,Correct,False,False
84,1.0,84,183.1114696000004,Go,space,0.5343257999920752,Correct,False,False
85,1.0,85,184.0773831999977,Go,space,0.5837114999885671,Correct,False,False
86,1.0,86,185.0432333999925,Go,space,0.683149600008619,Correct,False,False
87,1.0,87,186.0089627999987,Go,space,0.70011269999668,Correct,False,False
88,1.0,88,186.97478330000013,No_go,,0.0,Correct,False,False
89,1.0,89,187.9415552999999,Go,space,0.4161716000089654,Correct,False,False
90,1.0,90,188.90654409999843,Go,space,0.5163239999965299,Correct,False,False
91,1.0,91,189.8718993999937,No_go,,0.0,Correct,False,False
92,1.0,92,190.83825950000028,Go,space,0.4177650000056019,Correct,False,False
93,1.0,93,191.8032710999978,Go,space,0.5172415999986697,Correct,False,False
94,1.0,94,192.76912810000067,No_go,space,0.5669352999975672,Incorrect,False,True
95,1.0,95,193.73493789999335,No_go,,0.0,Correct,False,False
